Item,Data Item,Begin,End,Type,Length,Remarks,File,Min_Date,Max_Date,Record_Type,pandas_dtype,polars_dtype
14,Foreclosure with Claim Payment UPB of Loans,78,90,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,R,float64,Float64
15,Foreclosure with Claim Payment % UPB,91,95,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,R,float64,Float64
16,Repurchase Loss Mitigation Number of Loans,96,101,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,R,Int64,Int64
17,Repurchase Loss Mitigation UPB of Loans,102,114,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,R,float64,Float64
18,Repurchase Loss Mitigation % UPB,115,119,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,R,float64,Float64
19,Substitution Number of Loans,120,125,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,R,Int64,Int64
20,Substitution UPB of Loans,126,138,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,R,float64,Float64
21,Substitution Number of % UPB,139,143,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,R,float64,Float64
22,Other Removal Number of Loans,144,149,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,R,Int64,Int64
23,Other Removal UPB of Loans,150,162,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,R,float64,Float64
24,Other Removal Number of % UPB,163,167,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,R,float64,Float64
25,As-Of Date (CCYYMM),168,173,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,R,Int64,Int64
1,CUSIP,1,9,Character,9,X(9),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,string,String
2,Pool Number,10,15,Character,6,X(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,string,String
3,"Pool Indicator (X, C, or M)",16,16,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,string,String
4,Pool Type,17,18,Character,2,X(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,string,String
5,Record Type M,19,19,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,string,String
6,Issuer,20,23,Numeric,4,9(4),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
7,Highest MSA,24,28,Numeric,5,9(5),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
8,Highest MSA Number of Loans,29,34,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
9,Highest MSA UPB of Loans,35,47,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
10,Highest MSA % of Total UPB,48,52,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
11,2nd Highest MSA,53,57,Numeric,5,9(5),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
12,2nd Highest MSA Number of Loans,58,63,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
13,2nd Highest MSA UPB of Loans,64,76,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
14,2nd Highest MSA % of Total UPB,77,81,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
15,3rd Highest MSA,82,86,Numeric,5,9(5),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
16,3rd Highest MSA Number of Loans,87,92,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
17,3rd Highest MSA UPB of Loans,93,105,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
18,3rd Highest MSA % of Total UPB,106,110,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
19,4th Highest MSA,111,115,Numeric,5,9(5),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
20,4th Highest MSA Number of Loans,116,121,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
21,4th Highest MSA UPB of Loans,122,134,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
22,4th Highest MSA % of Total UPB,135,139,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
23,5th Highest MSA,140,144,Numeric,5,9(5),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
24,5th Highest MSA Number of Loans,145,150,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
25,5th Highest MSA UPB of Loans,151,163,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
26,5th Highest MSA % of Total UPB,164,168,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
27,6th Highest MSA,169,173,Numeric,5,9(5),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
28,6th Highest MSA Number of Loans,174,179,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
29,6th Highest MSA UPB of Loans,180,192,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
30,6th Highest MSA % of Total UPB,193,197,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
31,7th Highest MSA,198,202,Numeric,5,9(5),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
32,7th Highest MSA Number of Loans,203,208,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
33,7th Highest MSA UPB of Loans,209,221,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
34,7th Highest MSA % of Total UPB,222,226,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
35,8th Highest MSA,227,231,Numeric,5,9(5),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
36,8th Highest MSA Number of Loans,232,237,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
37,8th Highest MSA UPB of Loans,238,250,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
38,8th Highest MSA % of Total UPB,251,255,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
39,9th Highest MSA,256,260,Numeric,5,9(5),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
40,9th Highest MSA Number of Loans,261,266,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
41,9th Highest MSA UPB of Loans,267,279,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
42,9th Highest MSA % of Total UPB,280,284,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
43,10th Highest MSA,285,289,Numeric,5,9(5),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
44,10th Highest MSA Number of Loans,290,295,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
45,10th Highest MSA UPB of Loans,296,308,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
46,10th Highest MSA % of Total UPB,309,313,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
47,MSA Not Available Number of Loans,314,319,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
48,MSA Not Available UPB of Loans,320,332,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
49,MSA Not Available % of Total UPB,333,337,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,float64,Float64
50,As-Of Date (CCYYMM),338,343,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,M,Int64,Int64
1,CUSIP,1,9,Character,9,X(9),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,string,String
2,Pool Number,10,15,Character,6,X(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,string,String
3,"Pool Indicator (X, C, or M)",16,16,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,string,String
4,Pool Type,17,18,Character,2,X(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,string,String
5,Record Type P,19,19,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,string,String
6,Issuer,20,23,Numeric,4,9(4),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,Int64,Int64
7,Weighted Average LAD *,24,26,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,Int64,Int64
8,Maximum LAD (Q4),27,29,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,Int64,Int64
9,75th Percentile LAD (Q3),30,32,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,Int64,Int64
10,Median LAD (Q2),33,35,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,Int64,Int64
11,25th Percentile LAD (Q1),36,38,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,Int64,Int64
12,Minimum LAD (Q0),39,41,Numeric,3,9(3),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,Int64,Int64
13,Unpaid Principal Balance for Pre-Modified First Payment Date Loans,42,54,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,float64,Float64
14,Percent of Pool UPB for Pre-Modified First Payment Date Loans,55,59,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,float64,Float64
15,Number of Pre-Modified First Payment Date Loans,60,65,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,Int64,Int64
16,Percent of Pool Loans that are Pre-Modified First Payment Date Loans,66,70,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,float64,Float64
17,Pre-Modified Average Original Loan Size (AOLS) **,71,80,Numeric,10,9(8)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,float64,Float64
18,Maximum Pre-Modified OLS (Q4),81,90,Numeric,10,9(8)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,float64,Float64
19,75th Percentile Pre-Modified OLS (Q3),91,100,Numeric,10,9(8)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,float64,Float64
20,Median Pre-Modified OLS (Q2),101,110,Numeric,10,9(8)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,float64,Float64
21,25th Percentile Pre-Modified OLS (Q1),111,120,Numeric,10,9(8)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,float64,Float64
22,Minimum Pre-Modified OLS (Q0),121,130,Numeric,10,9(8)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,float64,Float64
23,Unpaid Principal Balance for Loans with Pre- Modified OPB,131,143,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,float64,Float64
24,Percent of Pool UPB for Loans with Pre- Modified OPB,144,148,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,float64,Float64
25,Number of Loans with Pre-Modified OPB,149,154,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,Int64,Int64
26,Percent of Pool Loans that Have Pre-Modified OPB,155,159,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,float64,Float64
27,As-Of Date (CCYYMM),160,165,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,P,Int64,Int64
1,CUSIP Number,1,9,Character,9,X(9),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,string,String
2,Pool Number,10,15,Character,6,X(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,string,String
3,Pool Indicator (M),16,16,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,string,String
4,Pool Type,17,18,Character,2,X(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,string,String
5,Record Type (L = Issuer Delinquencies),19,19,Character,1,X,nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,string,String
6,Issuer,20,23,Numeric,4,9(4),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,Int64,Int64
7,Number of Loans 30 days delinquent,24,29,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,Int64,Int64
8,UPB of Loans 30 days delinquent,30,42,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,float64,Float64
9,Percentage of UPB of Loans 30 days delinquent,43,47,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,float64,Float64
10,Number of Loans 60 days delinquent,48,53,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,Int64,Int64
11,UPB of Loans 60 days delinquent,54,66,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,float64,Float64
12,Percentage of UPB of Loans 60 days delinquent,67,71,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,float64,Float64
13,Number of Loans 90+ days delinquent,72,77,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,Int64,Int64
14,UPB of Loans 90+ days delinquent,78,90,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,float64,Float64
15,Percentage of UPB of Loans 90+ days delinquent,91,95,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,float64,Float64
16,FHA Number of Loans 30 days delinquent,96,101,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,Int64,Int64
17,FHA UPB of Loans 30 days delinquent,102,114,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,float64,Float64
18,FHA Percentage of UPB of Loans 30 days delinquent,115,119,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,float64,Float64
19,FHA Number of Loans 60 days delinquent,120,125,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,Int64,Int64
20,FHA UPB of Loans 60 days delinquent,126,138,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,float64,Float64
21,FHA Percentage of UPB of Loans 60 days delinquent,139,143,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,float64,Float64
22,FHA Number of Loans 90+ days delinquent,144,149,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,Int64,Int64
23,FHA UPB of Loans 90+ days delinquent,150,162,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,float64,Float64
24,FHA Percentage of UPB of Loans 90+ days delinquent,163,167,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,float64,Float64
25,VA Number of Loans 30 days delinquent,168,173,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,Int64,Int64
26,VA UPB of Loans 30 days delinquent,174,186,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,float64,Float64
27,VA Percentage of UPB of Loans 30 days delinquent,187,191,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,float64,Float64
28,VA Number of Loans 60 days delinquent,192,197,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,Int64,Int64
29,VA UPB of Loans 60 days delinquent,198,210,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,float64,Float64
30,VA Percentage of UPB of Loans 60 days delinquent,211,215,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,float64,Float64
31,VA Number of Loans 90+ days delinquent,216,221,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,Int64,Int64
32,VA UPB of Loans 90+ days delinquent,222,234,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,float64,Float64
33,VA Percentage of UPB of Loans 90+ days delinquent,235,239,Numeric,5,9(3)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,float64,Float64
34,RD Number of Loans 30 days delinquent,240,245,Numeric,6,9(6),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,Int64,Int64
35,RD UPB of Loans 30 days delinquent,246,258,Numeric,13,9(11)v9(2),nissues_MBS MONTHLY (NI) – POOL LEVEL Layout V2.1 (Apr 2015 - Nov 2017).pdf,2015-04-01,2017-11-01,L,float64,Float64
